TrackDistance,FP1_FuelIn,FP1_FuelLeft,FP1_FuelAdded,FP1_TotalLaps,PR_FuelIn,PR_FuelLeft,PR_FuelAdded,PR_TotalLaps,FP2_FuelIn,FP2_FuelLeft,FP2_FuelAdded,FP2_TotalLaps,Q1_FuelIn,Q1_FuelLeft,Q1_FuelAdded,Q1_TotalLaps,Q2_FuelIn,Q2_FuelLeft,Q2_FuelAdded,Q2_TotalLaps,RAC_FuelIn,RAC_FuelLeft,RAC_FuelAdded,RAC_TotalLaps
4.5,5,1.2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
