is_valid,lap_number,rider_name,rider_number,sector_number,sector_time,time_seconds
True,2,Casey O'GORMAN,67,1,23.994,23.994
True,2,Casey O'GORMAN,67,2,28.084,28.084
True,2,Casey O'GORMAN,67,3,24.139,24.139
True,2,Casey O'GORMAN,67,4,28.111,28.111
True,3,Casey O'GORMAN,67,1,23.618,23.618
True,3,Casey O'GORMAN,67,2,27.702,27.702
True,3,Casey O'GORMAN,67,3,23.781,23.781
True,3,Casey O'GORMAN,67,4,28.077,28.077
True,4,Casey O'GORMAN,67,1,23.491,23.491
True,4,Casey O'GORMAN,67,2,28.254,28.254
True,4,Casey O'GORMAN,67,3,23.864,23.864
True,4,Casey O'GORMAN,67,4,27.951,27.951
True,5,Casey O'GORMAN,67,1,23.571,23.571
True,5,Casey O'GORMAN,67,2,27.409,27.409
True,5,Casey O'GORMAN,67,3,23.554,23.554
True,5,Casey O'GORMAN,67,4,27.630,27.63
True,6,Casey O'GORMAN,67,1,23.288,23.288
True,6,Casey O'GORMAN,67,2,27.186,27.186
True,6,Casey O'GORMAN,67,3,23.293,23.293
True,6,Casey O'GORMAN,67,4,27.512,27.512
True,7,Casey O'GORMAN,67,1,23.283,23.283
True,7,Casey O'GORMAN,67,2,27.151,27.151
True,7,Casey O'GORMAN,67,3,23.444,23.444
True,7,Casey O'GORMAN,67,4,27.373,27.373
True,8,Casey O'GORMAN,67,1,23.237,23.237
True,8,Casey O'GORMAN,67,2,26.976,26.976
True,8,Casey O'GORMAN,67,3,23.083,23.083
True,8,Casey O'GORMAN,67,4,27.361,27.361
True,10,Casey O'GORMAN,67,1,23.128,23.128
True,10,Casey O'GORMAN,67,2,27.578,27.578
True,10,Casey O'GORMAN,67,3,24.711,24.711
True,10,Casey O'GORMAN,67,4,27.394,27.394
True,11,Casey O'GORMAN,67,1,23.032,23.032
True,11,Casey O'GORMAN,67,2,26.974,26.974
True,11,Casey O'GORMAN,67,3,23.020,23.02
True,11,Casey O'GORMAN,67,4,27.201,27.201
True,12,Casey O'GORMAN,67,1,23.298,23.298
True,12,Casey O'GORMAN,67,2,28.659,28.659
True,12,Casey O'GORMAN,67,3,23.496,23.496
True,12,Casey O'GORMAN,67,4,36.468,36.468
True,13,Casey O'GORMAN,67,1,24.013,24.013
True,13,Casey O'GORMAN,67,2,28.164,28.164
True,13,Casey O'GORMAN,67,3,23.345,23.345
True,13,Casey O'GORMAN,67,4,27.389,27.389
True,15,Casey O'GORMAN,67,1,22.966,22.966
True,15,Casey O'GORMAN,67,2,26.554,26.554
True,15,Casey O'GORMAN,67,3,22.870,22.87
True,15,Casey O'GORMAN,67,4,27.029,27.029
True,1,Luca LUNETTA,58,1,25.721,25.721
True,1,Luca LUNETTA,58,2,29.132,29.132
True,1,Luca LUNETTA,58,3,25.081,25.081
True,1,Luca LUNETTA,58,4,29.184,29.184
True,2,Luca LUNETTA,58,1,24.321,24.321
True,2,Luca LUNETTA,58,2,28.216,28.216
True,2,Luca LUNETTA,58,3,23.896,23.896
True,2,Luca LUNETTA,58,4,28.321,28.321
True,3,Luca LUNETTA,58,1,23.726,23.726
True,3,Luca LUNETTA,58,2,28.080,28.08
True,3,Luca LUNETTA,58,3,23.834,23.834
True,3,Luca LUNETTA,58,4,28.334,28.334
True,5,Luca LUNETTA,58,1,23.518,23.518
True,5,Luca LUNETTA,58,2,27.425,27.425
True,5,Luca LUNETTA,58,3,23.404,23.404
True,5,Luca LUNETTA,58,4,27.955,27.955
True,6,Luca LUNETTA,58,1,23.323,23.323
True,6,Luca LUNETTA,58,2,27.162,27.162
True,6,Luca LUNETTA,58,3,23.268,23.268
True,6,Luca LUNETTA,58,4,27.656,27.656
True,7,Luca LUNETTA,58,1,23.236,23.236
True,7,Luca LUNETTA,58,2,27.261,27.261
True,7,Luca LUNETTA,58,3,23.201,23.201
True,7,Luca LUNETTA,58,4,27.617,27.617
True,9,Luca LUNETTA,58,1,23.254,23.254
True,9,Luca LUNETTA,58,2,27.753,27.753
True,9,Luca LUNETTA,58,3,23.198,23.198
True,9,Luca LUNETTA,58,4,27.628,27.628
True,10,Luca LUNETTA,58,1,23.305,23.305
True,10,Luca LUNETTA,58,2,27.123,27.123
True,10,Luca LUNETTA,58,3,23.124,23.124
True,10,Luca LUNETTA,58,4,27.510,27.51
True,11,Luca LUNETTA,58,1,24.435,24.435
True,11,Luca LUNETTA,58,2,28.209,28.209
True,11,Luca LUNETTA,58,3,23.271,23.271
True,11,Luca LUNETTA,58,4,27.716,27.716
True,12,Luca LUNETTA,58,1,23.358,23.358
True,12,Luca LUNETTA,58,2,27.371,27.371
True,12,Luca LUNETTA,58,3,23.114,23.114
True,12,Luca LUNETTA,58,4,27.624,27.624
True,13,Luca LUNETTA,58,1,23.283,23.283
True,13,Luca LUNETTA,58,2,27.117,27.117
True,13,Luca LUNETTA,58,3,23.032,23.032
True,13,Luca LUNETTA,58,4,27.624,27.624
True,14,Luca LUNETTA,58,1,23.266,23.266
True,14,Luca LUNETTA,58,2,27.194,27.194
True,14,Luca LUNETTA,58,3,23.055,23.055
True,14,Luca LUNETTA,58,4,35.470,35.47
True,15,Luca LUNETTA,58,1,25.301,25.301
True,15,Luca LUNETTA,58,2,29.003,29.003
True,15,Luca LUNETTA,58,3,24.217,24.217
True,15,Luca LUNETTA,58,4,30.183,30.183
True,16,Luca LUNETTA,58,1,23.142,23.142
True,16,Luca LUNETTA,58,2,27.116,27.116
True,16,Luca LUNETTA,58,3,22.966,22.966
True,16,Luca LUNETTA,58,4,27.245,27.245
True,17,Luca LUNETTA,58,1,23.005,23.005
True,17,Luca LUNETTA,58,2,26.667,26.667
True,17,Luca LUNETTA,58,3,22.886,22.886
True,17,Luca LUNETTA,58,4,27.109,27.109
True,18,Luca LUNETTA,58,1,22.871,22.871
True,18,Luca LUNETTA,58,2,26.621,26.621
True,18,Luca LUNETTA,58,3,22.788,22.788
True,18,Luca LUNETTA,58,4,27.205,27.205
True,1,Brian URIARTE,51,1,23.545,23.545
True,1,Brian URIARTE,51,2,29.454,29.454
True,1,Brian URIARTE,51,3,24.987,24.987
True,1,Brian URIARTE,51,4,28.727,28.727
True,2,Brian URIARTE,51,1,23.698,23.698
True,2,Brian URIARTE,51,2,28.213,28.213
True,2,Brian URIARTE,51,3,24.125,24.125
True,2,Brian URIARTE,51,4,28.130,28.13
True,3,Brian URIARTE,51,1,23.565,23.565
True,3,Brian URIARTE,51,2,28.139,28.139
True,3,Brian URIARTE,51,3,24.002,24.002
True,3,Brian URIARTE,51,4,28.181,28.181
True,4,Brian URIARTE,51,1,23.502,23.502
True,4,Brian URIARTE,51,2,27.836,27.836
True,4,Brian URIARTE,51,3,23.801,23.801
True,4,Brian URIARTE,51,4,27.946,27.946
True,5,Brian URIARTE,51,1,23.515,23.515
True,5,Brian URIARTE,51,2,27.409,27.409
True,5,Brian URIARTE,51,3,23.591,23.591
True,5,Brian URIARTE,51,4,27.733,27.733
True,6,Brian URIARTE,51,1,23.361,23.361
True,6,Brian URIARTE,51,2,27.127,27.127
True,6,Brian URIARTE,51,3,23.509,23.509
True,6,Brian URIARTE,51,4,27.666,27.666
True,7,Brian URIARTE,51,1,23.215,23.215
True,7,Brian URIARTE,51,2,27.206,27.206
True,7,Brian URIARTE,51,3,23.407,23.407
True,7,Brian URIARTE,51,4,27.791,27.791
True,9,Brian URIARTE,51,1,23.165,23.165
True,9,Brian URIARTE,51,2,27.109,27.109
True,9,Brian URIARTE,51,3,23.328,23.328
True,9,Brian URIARTE,51,4,27.498,27.498
True,10,Brian URIARTE,51,1,23.293,23.293
True,10,Brian URIARTE,51,2,26.992,26.992
True,10,Brian URIARTE,51,3,23.305,23.305
True,10,Brian URIARTE,51,4,27.667,27.667
True,11,Brian URIARTE,51,1,23.333,23.333
True,11,Brian URIARTE,51,2,26.951,26.951
True,11,Brian URIARTE,51,3,23.242,23.242
True,11,Brian URIARTE,51,4,27.499,27.499
True,12,Brian URIARTE,51,1,23.210,23.21
True,12,Brian URIARTE,51,2,26.962,26.962
True,12,Brian URIARTE,51,3,23.232,23.232
True,12,Brian URIARTE,51,4,34.863,34.863
True,13,Brian URIARTE,51,1,22.973,22.973
True,13,Brian URIARTE,51,2,27.822,27.822
True,13,Brian URIARTE,51,3,23.462,23.462
True,13,Brian URIARTE,51,4,27.613,27.613
True,14,Brian URIARTE,51,1,22.987,22.987
True,14,Brian URIARTE,51,2,26.594,26.594
True,14,Brian URIARTE,51,3,22.952,22.952
True,14,Brian URIARTE,51,4,27.268,27.268
True,15,Brian URIARTE,51,1,23.019,23.019
True,15,Brian URIARTE,51,2,26.467,26.467
True,15,Brian URIARTE,51,3,22.979,22.979
True,15,Brian URIARTE,51,4,27.181,27.181
True,16,Brian URIARTE,51,1,23.445,23.445
True,16,Brian URIARTE,51,2,26.978,26.978
True,16,Brian URIARTE,51,3,23.143,23.143
True,16,Brian URIARTE,51,4,27.259,27.259
True,17,Brian URIARTE,51,1,22.984,22.984
True,17,Brian URIARTE,51,2,26.734,26.734
True,17,Brian URIARTE,51,3,23.065,23.065
True,17,Brian URIARTE,51,4,27.248,27.248
True,18,Brian URIARTE,51,1,23.533,23.533
True,18,Brian URIARTE,51,2,27.457,27.457
True,18,Brian URIARTE,51,3,22.983,22.983
True,18,Brian URIARTE,51,4,27.275,27.275
True,1,Angel PIQUERAS,36,1,25.918,25.918
True,1,Angel PIQUERAS,36,2,29.116,29.116
True,1,Angel PIQUERAS,36,3,24.216,24.216
True,1,Angel PIQUERAS,36,4,28.214,28.214
True,2,Angel PIQUERAS,36,1,23.821,23.821
True,2,Angel PIQUERAS,36,2,27.731,27.731
True,2,Angel PIQUERAS,36,3,23.534,23.534
True,2,Angel PIQUERAS,36,4,27.816,27.816
True,3,Angel PIQUERAS,36,1,23.357,23.357
True,3,Angel PIQUERAS,36,2,27.343,27.343
True,3,Angel PIQUERAS,36,3,23.442,23.442
True,3,Angel PIQUERAS,36,4,27.628,27.628
True,4,Angel PIQUERAS,36,1,23.245,23.245
True,4,Angel PIQUERAS,36,2,27.898,27.898
True,4,Angel PIQUERAS,36,3,24.019,24.019
True,4,Angel PIQUERAS,36,4,27.528,27.528
True,5,Angel PIQUERAS,36,1,23.100,23.1
True,5,Angel PIQUERAS,36,2,27.123,27.123
True,5,Angel PIQUERAS,36,3,23.411,23.411
True,5,Angel PIQUERAS,36,4,27.459,27.459
True,6,Angel PIQUERAS,36,1,23.219,23.219
True,6,Angel PIQUERAS,36,2,27.396,27.396
True,6,Angel PIQUERAS,36,3,23.107,23.107
True,6,Angel PIQUERAS,36,4,27.422,27.422
True,7,Angel PIQUERAS,36,1,23.124,23.124
True,7,Angel PIQUERAS,36,2,26.881,26.881
True,7,Angel PIQUERAS,36,3,23.007,23.007
True,7,Angel PIQUERAS,36,4,27.338,27.338
True,8,Angel PIQUERAS,36,1,23.124,23.124
True,8,Angel PIQUERAS,36,2,26.697,26.697
True,8,Angel PIQUERAS,36,3,22.937,22.937
True,8,Angel PIQUERAS,36,4,27.319,27.319
True,9,Angel PIQUERAS,36,1,23.050,23.05
True,9,Angel PIQUERAS,36,2,26.603,26.603
True,9,Angel PIQUERAS,36,3,22.868,22.868
True,9,Angel PIQUERAS,36,4,27.231,27.231
True,10,Angel PIQUERAS,36,1,22.963,22.963
True,10,Angel PIQUERAS,36,2,26.687,26.687
True,10,Angel PIQUERAS,36,3,22.814,22.814
True,10,Angel PIQUERAS,36,4,27.290,27.29
True,11,Angel PIQUERAS,36,1,22.928,22.928
True,11,Angel PIQUERAS,36,2,27.119,27.119
True,11,Angel PIQUERAS,36,3,24.061,24.061
True,11,Angel PIQUERAS,36,4,27.484,27.484
True,12,Angel PIQUERAS,36,1,22.993,22.993
True,12,Angel PIQUERAS,36,2,26.676,26.676
True,12,Angel PIQUERAS,36,3,22.803,22.803
True,12,Angel PIQUERAS,36,4,27.229,27.229
True,13,Angel PIQUERAS,36,1,22.939,22.939
True,13,Angel PIQUERAS,36,2,27.013,27.013
True,13,Angel PIQUERAS,36,3,23.329,23.329
True,13,Angel PIQUERAS,36,4,35.545,35.545
True,14,Angel PIQUERAS,36,1,22.740,22.74
True,14,Angel PIQUERAS,36,2,27.835,27.835
True,14,Angel PIQUERAS,36,3,23.382,23.382
True,14,Angel PIQUERAS,36,4,27.526,27.526
True,15,Angel PIQUERAS,36,1,23.182,23.182
True,15,Angel PIQUERAS,36,2,26.761,26.761
True,15,Angel PIQUERAS,36,3,23.020,23.02
True,15,Angel PIQUERAS,36,4,27.438,27.438
True,16,Angel PIQUERAS,36,1,23.117,23.117
True,16,Angel PIQUERAS,36,2,26.688,26.688
True,16,Angel PIQUERAS,36,3,23.012,23.012
True,16,Angel PIQUERAS,36,4,27.373,27.373
True,17,Angel PIQUERAS,36,1,23.071,23.071
True,17,Angel PIQUERAS,36,2,29.051,29.051
True,17,Angel PIQUERAS,36,3,27.042,27.042
True,1,Ruche MOODLEY,21,1,27.527,27.527
True,1,Ruche MOODLEY,21,2,30.980,30.98
True,1,Ruche MOODLEY,21,3,25.446,25.446
True,1,Ruche MOODLEY,21,4,28.775,28.775
True,2,Ruche MOODLEY,21,1,24.112,24.112
True,2,Ruche MOODLEY,21,2,28.208,28.208
True,2,Ruche MOODLEY,21,3,23.988,23.988
True,2,Ruche MOODLEY,21,4,28.279,28.279
True,3,Ruche MOODLEY,21,1,23.596,23.596
True,3,Ruche MOODLEY,21,2,27.594,27.594
True,3,Ruche MOODLEY,21,3,23.673,23.673
True,3,Ruche MOODLEY,21,4,28.001,28.001
True,4,Ruche MOODLEY,21,1,23.420,23.42
True,4,Ruche MOODLEY,21,2,27.255,27.255
True,4,Ruche MOODLEY,21,3,23.700,23.7
True,4,Ruche MOODLEY,21,4,27.695,27.695
True,5,Ruche MOODLEY,21,1,23.362,23.362
True,5,Ruche MOODLEY,21,2,27.271,27.271
True,5,Ruche MOODLEY,21,3,23.437,23.437
True,5,Ruche MOODLEY,21,4,27.666,27.666
True,6,Ruche MOODLEY,21,1,23.337,23.337
True,6,Ruche MOODLEY,21,2,27.200,27.2
True,6,Ruche MOODLEY,21,3,23.409,23.409
True,6,Ruche MOODLEY,21,4,27.692,27.692
True,7,Ruche MOODLEY,21,1,23.763,23.763
True,7,Ruche MOODLEY,21,2,27.557,27.557
True,7,Ruche MOODLEY,21,3,23.678,23.678
True,7,Ruche MOODLEY,21,4,28.480,28.48
True,8,Ruche MOODLEY,21,1,23.301,23.301
True,8,Ruche MOODLEY,21,2,26.976,26.976
True,8,Ruche MOODLEY,21,3,23.198,23.198
True,8,Ruche MOODLEY,21,4,27.419,27.419
True,9,Ruche MOODLEY,21,1,23.284,23.284
True,9,Ruche MOODLEY,21,2,27.227,27.227
True,9,Ruche MOODLEY,21,3,24.085,24.085
True,9,Ruche MOODLEY,21,4,27.797,27.797
True,10,Ruche MOODLEY,21,1,23.281,23.281
True,10,Ruche MOODLEY,21,2,27.111,27.111
True,10,Ruche MOODLEY,21,3,23.178,23.178
True,10,Ruche MOODLEY,21,4,28.071,28.071
True,11,Ruche MOODLEY,21,1,23.301,23.301
True,11,Ruche MOODLEY,21,2,27.367,27.367
True,11,Ruche MOODLEY,21,3,23.138,23.138
True,11,Ruche MOODLEY,21,4,27.357,27.357
True,12,Ruche MOODLEY,21,1,23.264,23.264
True,12,Ruche MOODLEY,21,2,27.186,27.186
True,12,Ruche MOODLEY,21,3,23.402,23.402
True,12,Ruche MOODLEY,21,4,36.972,36.972
True,13,Ruche MOODLEY,21,1,24.637,24.637
True,13,Ruche MOODLEY,21,2,28.563,28.563
True,13,Ruche MOODLEY,21,3,23.701,23.701
True,13,Ruche MOODLEY,21,4,27.495,27.495
True,14,Ruche MOODLEY,21,1,23.097,23.097
True,14,Ruche MOODLEY,21,2,26.800,26.8
True,14,Ruche MOODLEY,21,3,23.085,23.085
True,14,Ruche MOODLEY,21,4,27.213,27.213
True,15,Ruche MOODLEY,21,1,22.950,22.95
True,15,Ruche MOODLEY,21,2,26.671,26.671
True,15,Ruche MOODLEY,21,3,22.881,22.881
True,15,Ruche MOODLEY,21,4,27.209,27.209
True,16,Ruche MOODLEY,21,1,22.974,22.974
True,16,Ruche MOODLEY,21,2,27.259,27.259
True,16,Ruche MOODLEY,21,3,23.083,23.083
True,16,Ruche MOODLEY,21,4,27.342,27.342
True,18,Ruche MOODLEY,21,1,23.092,23.092
True,18,Ruche MOODLEY,21,2,27.018,27.018
True,18,Ruche MOODLEY,21,3,23.071,23.071
True,18,Ruche MOODLEY,21,4,27.413,27.413
True,1,Marco MORELLI,95,1,25.780,25.78
True,1,Marco MORELLI,95,2,29.882,29.882
True,1,Marco MORELLI,95,3,25.050,25.05
True,1,Marco MORELLI,95,4,28.311,28.311
True,3,Marco MORELLI,95,1,23.593,23.593
True,3,Marco MORELLI,95,2,27.509,27.509
True,3,Marco MORELLI,95,3,23.820,23.82
True,3,Marco MORELLI,95,4,27.741,27.741
True,4,Marco MORELLI,95,1,23.466,23.466
True,4,Marco MORELLI,95,2,27.353,27.353
True,4,Marco MORELLI,95,3,23.443,23.443
True,4,Marco MORELLI,95,4,27.556,27.556
True,5,Marco MORELLI,95,1,23.204,23.204
True,5,Marco MORELLI,95,2,27.222,27.222
True,5,Marco MORELLI,95,3,23.407,23.407
True,5,Marco MORELLI,95,4,27.433,27.433
True,6,Marco MORELLI,95,1,23.302,23.302
True,6,Marco MORELLI,95,2,27.403,27.403
True,6,Marco MORELLI,95,3,23.586,23.586
True,6,Marco MORELLI,95,4,27.721,27.721
True,7,Marco MORELLI,95,1,23.401,23.401
True,7,Marco MORELLI,95,2,27.269,27.269
True,7,Marco MORELLI,95,3,23.210,23.21
True,7,Marco MORELLI,95,4,27.440,27.44
True,8,Marco MORELLI,95,1,23.116,23.116
True,8,Marco MORELLI,95,2,26.951,26.951
True,8,Marco MORELLI,95,3,23.039,23.039
True,8,Marco MORELLI,95,4,27.265,27.265
True,9,Marco MORELLI,95,1,23.126,23.126
True,9,Marco MORELLI,95,2,27.129,27.129
True,9,Marco MORELLI,95,3,23.016,23.016
True,9,Marco MORELLI,95,4,27.298,27.298
True,10,Marco MORELLI,95,1,23.094,23.094
True,10,Marco MORELLI,95,2,28.446,28.446
True,10,Marco MORELLI,95,3,23.703,23.703
True,10,Marco MORELLI,95,4,38.646,38.646
True,11,Marco MORELLI,95,1,26.641,26.641
True,11,Marco MORELLI,95,2,28.574,28.574
True,11,Marco MORELLI,95,3,23.678,23.678
True,11,Marco MORELLI,95,4,27.523,27.523
True,12,Marco MORELLI,95,1,23.113,23.113
True,12,Marco MORELLI,95,2,27.058,27.058
True,12,Marco MORELLI,95,3,23.012,23.012
True,12,Marco MORELLI,95,4,27.311,27.311
True,13,Marco MORELLI,95,1,23.276,23.276
True,13,Marco MORELLI,95,2,27.192,27.192
True,13,Marco MORELLI,95,3,22.922,22.922
True,13,Marco MORELLI,95,4,27.506,27.506
True,14,Marco MORELLI,95,1,23.031,23.031
True,14,Marco MORELLI,95,2,26.661,26.661
True,14,Marco MORELLI,95,3,22.902,22.902
True,14,Marco MORELLI,95,4,27.153,27.153
True,16,Marco MORELLI,95,1,23.140,23.14
True,16,Marco MORELLI,95,2,26.942,26.942
True,16,Marco MORELLI,95,3,23.026,23.026
True,16,Marco MORELLI,95,4,27.495,27.495
True,1,Adrian CRUCES,11,1,25.629,25.629
True,1,Adrian CRUCES,11,2,31.136,31.136
True,1,Adrian CRUCES,11,3,25.154,25.154
True,1,Adrian CRUCES,11,4,28.282,28.282
True,2,Adrian CRUCES,11,1,23.677,23.677
True,2,Adrian CRUCES,11,2,28.096,28.096
True,2,Adrian CRUCES,11,3,23.731,23.731
True,2,Adrian CRUCES,11,4,28.119,28.119
True,3,Adrian CRUCES,11,1,23.385,23.385
True,3,Adrian CRUCES,11,2,27.860,27.86
True,3,Adrian CRUCES,11,3,23.661,23.661
True,3,Adrian CRUCES,11,4,28.027,28.027
True,4,Adrian CRUCES,11,1,24.174,24.174
True,4,Adrian CRUCES,11,2,28.632,28.632
True,4,Adrian CRUCES,11,3,23.826,23.826
True,4,Adrian CRUCES,11,4,37.028,37.028
True,5,Adrian CRUCES,11,1,25.659,25.659
True,5,Adrian CRUCES,11,2,29.037,29.037
True,5,Adrian CRUCES,11,3,23.685,23.685
True,5,Adrian CRUCES,11,4,28.003,28.003
True,6,Adrian CRUCES,11,1,23.279,23.279
True,6,Adrian CRUCES,11,2,27.578,27.578
True,6,Adrian CRUCES,11,3,23.123,23.123
True,6,Adrian CRUCES,11,4,27.522,27.522
True,7,Adrian CRUCES,11,1,23.179,23.179
True,7,Adrian CRUCES,11,2,27.273,27.273
True,7,Adrian CRUCES,11,3,23.034,23.034
True,7,Adrian CRUCES,11,4,27.513,27.513
True,8,Adrian CRUCES,11,1,23.145,23.145
True,8,Adrian CRUCES,11,2,27.396,27.396
True,8,Adrian CRUCES,11,3,23.204,23.204
True,8,Adrian CRUCES,11,4,37.491,37.491
True,9,Adrian CRUCES,11,1,26.245,26.245
True,9,Adrian CRUCES,11,2,28.675,28.675
True,9,Adrian CRUCES,11,3,23.322,23.322
True,9,Adrian CRUCES,11,4,27.435,27.435
True,11,Adrian CRUCES,11,1,22.974,22.974
True,11,Adrian CRUCES,11,2,26.903,26.903
True,11,Adrian CRUCES,11,3,22.817,22.817
True,11,Adrian CRUCES,11,4,27.132,27.132
True,13,Adrian CRUCES,11,1,23.036,23.036
True,13,Adrian CRUCES,11,2,26.867,26.867
True,13,Adrian CRUCES,11,3,22.801,22.801
True,13,Adrian CRUCES,11,4,27.087,27.087
True,1,Adrian CRUCES,11,1,26.341,26.341
True,1,Adrian CRUCES,11,2,30.200,30.2
True,1,Adrian CRUCES,11,3,25.130,25.13
True,1,Adrian CRUCES,11,4,28.874,28.874
True,2,Adrian CRUCES,11,1,23.818,23.818
True,2,Adrian CRUCES,11,2,28.245,28.245
True,2,Adrian CRUCES,11,3,24.199,24.199
True,2,Adrian CRUCES,11,4,28.716,28.716
True,3,Adrian CRUCES,11,1,23.421,23.421
True,3,Adrian CRUCES,11,2,28.037,28.037
True,3,Adrian CRUCES,11,3,23.846,23.846
True,3,Adrian CRUCES,11,4,28.233,28.233
True,4,Adrian CRUCES,11,1,23.193,23.193
True,4,Adrian CRUCES,11,2,27.775,27.775
True,4,Adrian CRUCES,11,3,23.577,23.577
True,4,Adrian CRUCES,11,4,28.093,28.093
True,5,Adrian CRUCES,11,1,23.439,23.439
True,5,Adrian CRUCES,11,2,27.999,27.999
True,5,Adrian CRUCES,11,3,23.752,23.752
True,5,Adrian CRUCES,11,4,28.222,28.222
True,6,Adrian CRUCES,11,1,23.270,23.27
True,6,Adrian CRUCES,11,2,27.192,27.192
True,6,Adrian CRUCES,11,3,23.331,23.331
True,6,Adrian CRUCES,11,4,27.744,27.744
True,7,Adrian CRUCES,11,1,23.177,23.177
True,7,Adrian CRUCES,11,2,27.071,27.071
True,7,Adrian CRUCES,11,3,23.133,23.133
True,7,Adrian CRUCES,11,4,27.431,27.431
True,8,Adrian CRUCES,11,1,23.158,23.158
True,8,Adrian CRUCES,11,2,27.045,27.045
True,8,Adrian CRUCES,11,3,22.984,22.984
True,8,Adrian CRUCES,11,4,27.449,27.449
True,9,Adrian CRUCES,11,1,23.157,23.157
True,9,Adrian CRUCES,11,2,28.029,28.029
True,9,Adrian CRUCES,11,3,24.095,24.095
True,9,Adrian CRUCES,11,4,37.862,37.862
True,10,Adrian CRUCES,11,1,25.968,25.968
True,10,Adrian CRUCES,11,2,28.199,28.199
True,10,Adrian CRUCES,11,3,23.539,23.539
True,10,Adrian CRUCES,11,4,27.788,27.788
True,11,Adrian CRUCES,11,1,23.192,23.192
True,11,Adrian CRUCES,11,2,27.034,27.034
True,11,Adrian CRUCES,11,3,23.086,23.086
True,11,Adrian CRUCES,11,4,27.723,27.723
True,12,Adrian CRUCES,11,1,23.528,23.528
True,12,Adrian CRUCES,11,2,27.471,27.471
True,12,Adrian CRUCES,11,3,23.923,23.923
True,12,Adrian CRUCES,11,4,36.860,36.86
True,13,Adrian CRUCES,11,1,25.667,25.667
True,13,Adrian CRUCES,11,2,27.891,27.891
True,13,Adrian CRUCES,11,3,23.475,23.475
True,13,Adrian CRUCES,11,4,27.436,27.436
True,14,Adrian CRUCES,11,1,22.886,22.886
True,14,Adrian CRUCES,11,2,26.848,26.848
True,14,Adrian CRUCES,11,3,22.921,22.921
True,14,Adrian CRUCES,11,4,27.317,27.317
True,15,Adrian CRUCES,11,1,23.384,23.384
True,15,Adrian CRUCES,11,2,27.951,27.951
True,15,Adrian CRUCES,11,3,24.875,24.875
True,15,Adrian CRUCES,11,4,27.693,27.693
True,16,Adrian CRUCES,11,1,22.971,22.971
True,16,Adrian CRUCES,11,2,26.828,26.828
True,16,Adrian CRUCES,11,3,22.904,22.904
True,16,Adrian CRUCES,11,4,27.608,27.608
True,1,Eddie O'SHEA,8,1,27.330,27.33
True,1,Eddie O'SHEA,8,2,30.903,30.903
True,1,Eddie O'SHEA,8,3,25.009,25.009
True,1,Eddie O'SHEA,8,4,29.102,29.102
True,2,Eddie O'SHEA,8,1,23.985,23.985
True,2,Eddie O'SHEA,8,2,28.316,28.316
True,2,Eddie O'SHEA,8,3,24.100,24.1
True,2,Eddie O'SHEA,8,4,28.265,28.265
True,5,Eddie O'SHEA,8,1,23.341,23.341
True,5,Eddie O'SHEA,8,2,29.224,29.224
True,5,Eddie O'SHEA,8,3,23.750,23.75
True,5,Eddie O'SHEA,8,4,27.846,27.846
True,6,Eddie O'SHEA,8,1,23.295,23.295
True,6,Eddie O'SHEA,8,2,27.556,27.556
True,6,Eddie O'SHEA,8,3,23.625,23.625
True,6,Eddie O'SHEA,8,4,27.730,27.73
True,7,Eddie O'SHEA,8,1,23.275,23.275
True,7,Eddie O'SHEA,8,2,27.461,27.461
True,7,Eddie O'SHEA,8,3,23.386,23.386
True,7,Eddie O'SHEA,8,4,27.636,27.636
True,8,Eddie O'SHEA,8,1,23.166,23.166
True,8,Eddie O'SHEA,8,2,27.313,27.313
True,8,Eddie O'SHEA,8,3,23.300,23.3
True,8,Eddie O'SHEA,8,4,27.960,27.96
True,9,Eddie O'SHEA,8,1,23.175,23.175
True,9,Eddie O'SHEA,8,2,27.074,27.074
True,9,Eddie O'SHEA,8,3,23.146,23.146
True,9,Eddie O'SHEA,8,4,27.637,27.637
True,10,Eddie O'SHEA,8,1,23.915,23.915
True,10,Eddie O'SHEA,8,2,28.329,28.329
True,10,Eddie O'SHEA,8,3,24.210,24.21
True,10,Eddie O'SHEA,8,4,36.440,36.44
True,11,Eddie O'SHEA,8,1,29.112,29.112
True,11,Eddie O'SHEA,8,2,28.984,28.984
True,11,Eddie O'SHEA,8,3,24.083,24.083
True,11,Eddie O'SHEA,8,4,27.739,27.739
True,12,Eddie O'SHEA,8,1,23.099,23.099
True,12,Eddie O'SHEA,8,2,26.974,26.974
True,12,Eddie O'SHEA,8,3,23.122,23.122
True,12,Eddie O'SHEA,8,4,27.120,27.12
True,13,Eddie O'SHEA,8,1,22.862,22.862
True,13,Eddie O'SHEA,8,2,27.851,27.851
True,13,Eddie O'SHEA,8,3,23.256,23.256
True,13,Eddie O'SHEA,8,4,27.413,27.413
True,14,Eddie O'SHEA,8,1,23.050,23.05
True,14,Eddie O'SHEA,8,2,26.875,26.875
True,14,Eddie O'SHEA,8,3,22.938,22.938
True,14,Eddie O'SHEA,8,4,27.264,27.264
True,16,Eddie O'SHEA,8,1,22.944,22.944
True,16,Eddie O'SHEA,8,2,26.885,26.885
True,16,Eddie O'SHEA,8,3,23.108,23.108
True,16,Eddie O'SHEA,8,4,27.289,27.289
True,1,Eddie O'SHEA,8,1,25.407,25.407
