carried_over,has_flag,is_valid,lap_number,lap_time,lap_time_seconds,rider_name,rider_number,sector_1,sector_2,sector_3,sector_4,source_column,source_page,speed
False,False,True,9,2'12.966,132.966,Ruche MOODLEY,21,28.101,29.968,39.539,35.358,RIGHT,6,225.0
False,False,True,10,2'18.858,138.858,Ruche MOODLEY,21,27.805,30.163,40.237,40.653,RIGHT,6,227.3
False,False,True,11,2'14.263,134.263,Ruche MOODLEY,21,28.223,30.078,40.149,35.813,RIGHT,6,228.8
False,False,True,1,3'09.104,189.10399999999998,Noah DETTWILER,55,26.894,33.110,43.030,36.928,RIGHT,6,
False,False,True,2,2'18.142,138.142,Noah DETTWILER,55,29.555,31.283,41.290,36.014,RIGHT,6,221.7
False,False,True,3,2'16.028,136.028,Noah DETTWILER,55,28.737,30.766,40.686,35.839,RIGHT,6,221.7
False,True,True,4,2'23.216,143.216,Noah DETTWILER,55,28.557,30.625,40.839,43.195,RIGHT,6,221.7
False,False,True,5,4'06.318,246.318,Noah DETTWILER,55,28.922,30.632,40.360,36.011,RIGHT,6,
False,False,True,6,2'14.248,134.248,Noah DETTWILER,55,28.155,30.026,40.019,36.048,RIGHT,6,225.4
False,False,True,7,2'14.092,134.092,Noah DETTWILER,55,28.274,29.987,40.216,35.615,RIGHT,6,225.9
False,False,True,8,2'14.217,134.217,Noah DETTWILER,55,28.241,30.166,40.164,35.646,RIGHT,6,223.1
False,True,True,9,2'22.007,142.007,Noah DETTWILER,55,28.267,30.055,40.357,43.328,RIGHT,6,219.9
False,False,True,10,6'51.935,411.935,Noah DETTWILER,55,27.894,31.256,43.570,44.015,RIGHT,6,
False,False,True,11,2'13.444,133.444,Noah DETTWILER,55,28.196,29.945,39.940,35.363,RIGHT,6,225.4
False,False,True,13,2'13.164,133.164,Noah DETTWILER,55,27.971,29.934,39.918,35.341,RIGHT,6,226.8
False,False,True,1,2'52.018,172.018,Noah DETTWILER,55,27.850,34.596,43.074,38.055,RIGHT,6,
False,False,True,2,2'24.229,144.22899999999998,Noah DETTWILER,55,31.220,31.987,42.233,38.789,RIGHT,6,225.0
False,False,True,3,2'18.230,138.23,Noah DETTWILER,55,28.812,31.129,41.434,36.855,RIGHT,6,228.3
False,False,True,4,2'16.582,136.582,Noah DETTWILER,55,28.646,31.245,40.593,36.098,RIGHT,6,229.2
False,False,True,5,2'16.216,136.216,Noah DETTWILER,55,28.550,31.260,40.364,36.042,RIGHT,6,224.0
False,False,True,6,2'20.198,140.198,Noah DETTWILER,55,29.942,31.772,41.919,36.565,RIGHT,6,224.5
False,True,True,7,2'25.342,145.34199999999998,Noah DETTWILER,55,28.719,30.843,40.302,45.478,RIGHT,6,222.2
False,False,True,8,11'02.918,662.918,Noah DETTWILER,55,29.087,31.973,41.759,35.907,RIGHT,6,
True,False,True,9,2'14.797,134.797,Noah DETTWILER,55,28.143,30.924,39.945,35.785,LEFT,7,227.8
True,False,True,10,2'15.739,135.739,Noah DETTWILER,55,28.091,30.765,40.565,36.318,LEFT,7,225.4
True,False,True,12,2'13.731,133.731,Noah DETTWILER,55,27.940,30.242,40.029,35.520,LEFT,7,229.7
